Name,Date,Location,Stars,Subject,Comment,Response,Title
thilipguna,25 October 2014,"
Ariyalur, Tamil Nadu, India
",4,Very Good & Excellent trip,"
House Keeping is good.......Restaurant is good and worth for what we pay...My son enjoyed well With Internal games...
Over all good .......
Prefer Breakfast and Dinner Combo Buffet....
Wifi facility yet to be improved.....
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Balajhi N,23 October 2014,"
Coimbatore, India
",3,"Average hotel, not value for money","
I stayed there with family for a night. Overall experience was just about ok, you can put up with if you don't compare it with the price you pay. Toilet is terribly cramped, one of the worst designed toilets I have ever seen in a hotel.
","
Dear Sir,
Namaste!
Thank you for choosing Sterling Holidays. We appreciate your taking the time to share your review of our resort, Ooty - Elk Hill.
We are deeply concerned about your unpleasant experience during your stay with us. In this connection, we have noted your feedback on unsatisfactory bathroom maintenance and have shared the same with the Resort Management...
","
Ooty - Elk Hill, A Sterling Holidays Resort
"
Pradeep S N,22 October 2014,"
",3,"Renovated rooms, insufficient heating","
Firstly it's very difficult to get to the hotel in Ooty. Because there is another Elk Hill area and road which is some distance away. Even the couple of sign boards on the way for directions to the hotel are contradictory and inaccurate. For example a sign board showing 0.2 km when you have to travel close to 1km. Only...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
kavyanandeesh,20 October 2014,"
Bengaluru (Bangalore), India
",4,Very well maintained..,"
We went to The Sterling Elk hill resort on 18th Oct. The resort is located very close to Bus stand and railway station and easily accessible...very neatly maintained with greenary around.. The room we stayed had a very good view...Overall a good experience and hope to visit again...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
VJVARANASI,19 October 2014,"
hyderabad
",2,Pathetic experience. Will never come back again,"
Firstly, this is supposed to be a Sterling group's hotel but it didnt seem to be so. This is place on top of a hill but to reach there takes atleast 30 min from the main center due to bad/narrow roads. All the time there was a renovation going on due to which there was continuous noise all the day....
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Avichi V,19 October 2014,"
",5,Excellent resort for a family outing,"
We stayed in room no.117. The room was facing Ooty city and the view from the room is simply terrific. Maintenance of the room is good. Staff was very helpful. Special mention about restaurant. Great food and lot of varieties in veg and non_veg.. Overall a great holiday..
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
arunuu,18 October 2014,"
Ooty, Tamil Nadu, India
",5,"Excellent , Good resort to stay","
We were extremely satisfied with our stay . Everyone was amazing, from the breakfast staff to the wonderful staff at the front desk. Our room was very comfortable and the breakfast was varied and satisfying. We would highly recommend this hotel to anyone and will definitely stay there if we ever return to Ooty.
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
raaajan03,4 May 2015,"
Chennai
",5,Great Experience,"
Amazing property perched on a hill facing a valley. We had our room facing the valley and it has a fantastic view of the valley below with lush greenery. In the morning if you get up early you can hear chirping of various birds but only be careful since some monkeys could be on the prowl. Weather was very pleasant...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
Gaurav S,29 April 2015,"
Bangalore
",5,Par excellence resort,"
We chanced upon the resort on our way to gents seat and decided to halt for a quick lunch and are we glad we made the stop and extended our stay in Yercaud and stayed at Sterling
The resort as the name suggests is perched on the hill face providing fabulous views of the valley, a few hair pin bends...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
jinay2000,28 April 2015,"
Mumbai, India
",4,good resort - good people - good climate - good food.,"
sterling yercaud is a place u should never miss. total experience is very good from all dimension.housekeeping, reception, restaurant, food, spa everything of super quality. resort manager mr. Amarnath Baxi very hard working and positive and porogressive type of gentleman. cheff mr. Akilan, nilanjan, shashank and many in restaurant very cooperative and hard working. at reception Nirupa, anustupa and many...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
eskayes,24 April 2015,"
Salem,Tamilnadu
",4,Fabulous location and Great Resort Ambience,"
Just back from Rock Perch, Yercaud.
Had a great time there. The weather was lovely!
The resort is maintained very well! The gardens and common area were very clean inspite of the monkey menace!
Check in was flawless and quick thanks to the efforts of Sunitha, Anu & Paulraj. When we had asked for a change of rooms, it was...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
Prakash B,22 April 2015,"
",5,Superb Place....,"
Had a wonderful trip to Yercaud. Rock Perch Sterling resort is a very beautiful property at the edge of the mountain. It is easily accessible, great reception and easy check in. Spacious and clean rooms.
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
sumithran2014,21 April 2015,"
Bengaluru (Bangalore), India
",4,Had a great time at Rock Perch,"
Easily accessible. Great reception and easy check in. Spacious rooms and reasonably clean. Room service is a bit slow , be prepared for a 45min wait for dinner. But on the whole had a great time. This place is centrally located. Great place to relax and enjoy the view from the lawn with friends and family.
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
suniltimothy,20 April 2015,"
Bengaluru (Bangalore), India
",5,A delightful place!,"
We recently travelled to Yercaud last weekend. I checked a lot of places on trip advisor before making the choice. The name of this place intrigued me as did the idea of enjoying the breath taking view from the cottage. We booked online and reached the place on the morning of 18th April. The security ushered us towards the reception...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
drfaizalcp,19 April 2015,"
Kannur, Kerala, India
",3,Nice Place,"
Had a wonderful trip to Yercaud. Rock Perch Sterling resort is a very beautiful property at the edge of the mountain. One can have the beautiful view of Salem sitting in the room which is 4970 ft above sea level . Very nice staff at the reception , restaurant, spa etc. The food is excellent with decent spreads for breakfast...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
anketj,14 April 2015,"
Bengaluru (Bangalore), India
",4,Nice place to unwind and Relax !,"
Sterling Rock Perch is a nice Resort built in Steps on the Mountain. Villa rooms are good. Food is good and Service is excellent. View from the Villa room is excellent. Very nice Staff and always at your door step to provide service . Room service is good as well. Overall Stay is good and enjoyable and a nice place...
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
ganga32,12 April 2015,"
Bengaluru (Bangalore), India
",5,An awesome trip to Yercaud,"
Just recently had our family trip.. Needless to say, our stay at Rock Perch was really rocking. Had a very pleasant experience with very good ambiance, their service, and the food too. I liked the quiet ambiance especially and the cleanliness maintained. Keep it up!
",,"
Yercaud - Rock Perch, A Sterling Holidays Resort
"
Gurneet S,6 July 2013,"
Amritsar, Punjab, India
",2,my opinion changed on my 2nd visit,"
hi
I am the same person who appreciated a lot about the same resort(The Sanctuary, Dharamshala) and staff 3 months back. Because of my very good experience I decided to take along my cousins and friends this time. But sorry to say that this time the experience was so bad that i had to apologize my other family members for...
","
Dear Sir/Madam,
Greetings from Sterling Holidays! We are concerned about the inconvenience caused to you and to your family during your stay at our resort Dharamshala  The Sanctuary.
We have noted all the issues mentioned by you and have shared them with the resort management. Every step is being taken to improve our facilities and services on all fronts....
","
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
Doniajaipur,2 July 2013,"
Jaipur
",5,Nice retreat from maddening crowds,"
This short stay in the hotel helped me rejuvinate myself.
Long walks , so many temples nearby and crystal clear waters all around was a great change from the routine life . Away from the hustle and bustle of the cities , with nature in its full abundance. I remember the time spent there.
",,"
Dharamshala - The Sanctuary, A Sterling Holidays Resort
"
