Review,Pos/Neg,Correlation
"
Every individual has different needs and travelers with disability are no exception!!
I visited Kodaikanal with my mom who is wheel-chair ridden. She rarely steps out as most of the hotels in India fail to meet this basic criteria. But, she completely enjoyed her stay in Kodai.
Best thing about this hotel:
1. There are two cottages reserved for people...
",pos,0.8
"
We stayed in this hotel in the month of October 2013. Hotel is quite nice. Rooms are also quite nice. Food quality of the hotel is very good. Staff is quite helpful. Rooms are equipped with all the facilities which are of benefit.View from the rooms is quite good. Hotel also arranges for outdoor activities. Rates are quite affordable for...
",neg,0.8
"
Very nice hotel to stay 2 km way from main mall area. quite and clam. Decent room and service. They have very good food. They are kitchen in the room if you wish to cook. The sit out from the room is very good.
",neg,0.6
"
Our stay at White Mist Manali was in the month of Feb 2013. The stay was very good and we would say it is a wonderful resort.
Our check-in was at around 3 PM and was very smooth. The food was of excellent quality and we really enjoyed all the breakfast we had during our 3 day stay.
The service...
",pos,1.0
"
This is not one of Sterling Hotels better properties in India. It is on the wrong side of the Beas river, the main attraction of the hill station. You hear the constant roar of the gorgeous river but have to travel a couple of Kms through dreadful roads and rickety bridges before you get to the river front. The staff...
",pos,0.8
"
We stayed at White Mist Manali in the month of July 2013. Its was a pleasant stay at there and a wonderful resort and food was excellent quality and staff was very supportive and was very relaxed out there. I and my friends family enjoyed every day at resort activities was very good and spa was nice.
",pos,1.0
"
The hotel is idelaly perched at a very comfortable and less crowded areas of manali. Beautiful room, very good food.
The activities and play areas are an asset to unwind.
The staff is extremely good.
Can hire a cab easily for all areas nearby.
",pos,1.0
"
We stayed at the White mist during February this year. We had been to Manali for our honeymoon. The view from the hotel was awesome. The food is very tasty, and the staff are very courteous and helpful. The rooms are maintained quite well. The helpdesk staff are also ready to help you anytime.
Pros : There are umpteen shops...
",neg,0.6
"
I stayed there with my family. Warm welcome to being transported in your room with bag and baggage in a matter of few minutes - a highly effective welcome. Excellent staff, with faultless service. They make sure that your stay is purely comfortable. I loved the small details they take care of without your telling them to do so !...
",pos,1.0
"
Excellent service, very warm and hospitable staff...we had a great time! Kids have a place to play even when it s sunny, rainy, cold or dark outside...the kids zone rocks!!there s an evening activity where guests get to meet each other....so u can make new friends too!!
",pos,0.8
"
We visited the resort in the third week of June, 2013. The resort is located about 3 kms away from the main city in the village of Prini. Many fellow travelers have complained that the location of the property isn't very good but that is no true. If you wish to stay in a resort, you have to stay a...
",neg,0.6
"
Villagio is one of the nicest places to stay in Goa during season or off season. Based out South Goa, the hotel is away from the hustle bustle of North Goa. It is calm place surrounded equally serene surroundings, rooms are large and airy with nice views from balconies. The other facilities included a swimming pool & activity room. The...
",pos,0.6
"
The hotel located in south Goa is really very calm and middle of nowhere (but the beach is nearby). Since we are a sterling member we opt for this hotel for 2 days and I also booked us for the North Goa hotel (Club Estadia, earlier Camphor for which I am going a write a review soon) for another 2...
",pos,1.0
"
Amazing location.. I appreciated this place because it is invigorating and dynamic.
The big difference with other hotels is the staff: they are very welcoming and efficient here.
I remember a staff who kindly helped me on several occasions at the front desk & guests service.
Food was amazing in the hotel. Rooms were nice & clean well comfortable with...
",neg,0.6
"
It always helps to have your own transport to get around and take in Goa. And this particularly applies if you stay at this resort, unless you intend to spend your entire time on the beach in the neighborhood. This resort is NOT on the beach, but just a short 10 minute walk away, from one of the prettiest beach...
",neg,1.0
"
Best resort to spend a relaxed holiday with your family. Has a very good ambience and is a very calm place. Service is too good. Rooms are cozy and comfortable and is very clean. The beach is just 5 mins walk from resort. I will go for the same even on my next trip.
",pos,1.0
